Restaurant Name,Category,Rating,Cost for two,Area,Locality,Address,Veg,Long Distance Delivery
Singh's Delight Restaurant(Sunderpur),"North Indian,Biryani,Mughlai,Chinese",3.8,350,Nagwa,Sunderpur,"1st Floor , Near Life Line Hospital, Brij Enclave Colony,Sunderpur varanasi, Sunderpur, Varanasi",False,0
Burger King,"American,Fast Food",4.1,350,Sigra,Shastri Nagar,"Ground Floor and First Floor,Tulsi Complex,C-19/134,M-B,Shastri Nagar,Sigra,Varanasi,Uttar Pradesh 221001",False,0
McDonald's,American,4.0,400,Varanasi Cantonment,JHV Mall,"UP Varanasi JHV Mall,  Shop No. 19-21/G, JHV Mall, Mall Road. Varanasi Cantt.,  Varanasi (U.P)- 221004",False,0
Aman E Khas,"Mughlai,Biryani,North Indian,Chinese",3.9,350,Bhelupur,Bhelupur,"Boradway Hotel, Near IP Vijay Mall, Bhelupur, Varanasi",False,0
Mahadev momo and coffee corner,Chinese,NA,200,Sigra,Sigra,"C28/141-k-p, teliyabagh, varanasi nagar nigam food safety zone-11 varanasi uttar pradesh-221002",False,0
FIVE STAR CHICKEN,"Snacks,Fast Food,Indian",NA,200,Sigra,Sigra,"B 38/55 69 sheel nager varanasi, Ranipur,  Nagar Nigam Food Safety Zone-15,  Varanasi, Uttar Pradesh - 221010",False,0
Pind Balluchi,"North Indian,Biryani,Mughlai,Thalis,Chinese",3.9,400,Jahumandi,Rathyatra,"3rd Floor, Swastik City Centre, Rathyatra, Sigra, Varanasi",False,0
GUPTA BAKERS,Bakery,NA,250,Nadesar,Nadesar,"S 9/480, nai basti panchkoshi road pandeypur varanasi nagar nigam food safety zone-2, varanasi uttar pradesh-221002",False,0
TanSam,Bakery,NA,250,Maheshpur,Sigra,"D 65/462, Lahartara, Varanasi, - 221002",False,0
The Cake Cottage,Bakery,4.1,300,Mahmoorganj,Mahmoorganj,"D 63/13-A, Opposite Passport office, Mahmoorganj, Varanasi",True,0
The	Biryani Mahal,"Biryani,Mughlai,North Indian,Snacks",3.8,350,Bhelupur,Lanka,"B-27/88-2-A-E	Ravindrapuri, bhelupur,	Varanasi,",False,0
Baba Vishwanath Family Restuarant & Cafeteria,"North Indian,Chinese,Snacks",NA,250,Nadesar,Nadesar,"S 9/185 A-1-A,NAIBASTI,KHAJURI,Pandeypur, Nagar Nigam Food Safety Zone-2, Varanasi, Uttar Pradesh - 221002",True,0
Pizza Hut,"Fast Food,Pizzas",3.3,350,Sigra,Varanasi,"Pizza Hut at Ground Floor, Gulab Bagh Residential Scheme, House No- C. 19/187-13 K Mohalla Lallapura, Ward Chetganj, Varanasi, Nagar Nigam Food Safety Zone-14,Uttar Pradesh, 221003",False,0
The Big Chilli,"North Indian,Biryani,Chinese,Fast Food",3.8,350,Chaukaghat,Nadesar,"S- 19/74, Varuna Bridge, Nadesar, Varanasi",False,0
The Taste of Banarasiya,"Indian,Chinese",3.4,200,Shivpurwa,Sigra,"C 33/283,Chandua ,Chittupura,Ghanti Mil road,Varanasi,Uttar Pradesh",False,0
Banarasiya restaurant,"Indian,Chinese,Beverages",3.5,200,Sigra,Sigra,"C-33/283-A  CHHITTUPURA,VARANASI,221010  Varanasi, Lahartara, Nagar Nigam Food  Safety Zone-15, Varanasi, Uttar Pradesh -  221010",False,0
Recipe Inn Restaurant,"North Indian,Mughlai,Chinese",3.7,350,Varanasi Cantonment,Nadesar,"Mint House crossing Near Pet Plaza, Nadesar, Varanasi",False,0
Rich table restaurant,"North Indian,Chinese,Biryani,Mughlai",3.5,300,Sigra,Sigra,"C 33/52-5-A-C-1-G, CHANDUA, CHHITUPUR, VARANASI,LOKO CHHITUPUR,NAGAR NIGAM ZONE 15-VARANSI UP-221010",False,0
Hotel Milap,"North Indian,Indian",2.0,200,Sigra,Chetganj,"33, Vijaya Nagram Market, Cantt, Varanasi",False,0
Zaika Fresh and Tasty,"Indian,Chinese",4.0,200,Bhelupur,Sigra,"B21/1,Shop no 22,Rathyatra ,Varanasi.",True,0
Pallavi Baati Chokha Restaurant,Indian,4.1,200,Sigra,Sigra,"Sigra Chauraha Road, Chhittupura, Sigra, Varanasi",True,0
BOTI WITH ROTI,"North Indian,Biryani",NA,250,Sigra,Sigra,"BHRIGU VIHAR COLONY BLOCK ROAD,  SHIVDASHPUR, MANDUWADIH,  VARANASI , Maruadih (CT), Varanasi Tahsil,  Varanasi, Uttar Pradesh - 221103",False,0
Shri Narayan Mishthan Bhandar,"Sweets,Snacks",3.9,350,Bhelupur,Durgakund,"B 26/53, Nwabganj, Durgakund, Varanasi",True,0
MIDNIGHT BHUKKHAD,"Indian,North Indian",NA,250,Sigra,Sigra,"BHRIGU VIHAR COLONY BLOCK ROAD,  SHIVDASHPUR, MANDUWADIH,  VARANASI , Maruadih (CT), Varanasi Tahsil,  Varanasi, Uttar Pradesh - 221103",False,0
Hanu's Naivedyam,South Indian,2.7,200,Sigra,Sigra,"8X58+P8J, Lehertara Industrial Estate, Varanasi, Uttar Pradesh 221106, India",True,0
The Mint Leaf,"North Indian,Chinese,South Indian",3.7,300,Ramapura Luxa,Sigra,"Gurubagh Rd, Bhelupur Rd, opposite gurudwara, Gurubagh, Varanasi",True,0
Biryani Begam,"Biryani,North Indian",NA,500,Sigra,Sigra,"8X58+P8J, Lehertara Industrial Estate, Varanasi, Uttar Pradesh 221106, India",False,0
KFC,"American,Snacks,Biryani",3.9,400,Sigra,Celestial Building,"KFC Restaurant, Shop No-1, Ground Floor, Celestial Building, Plot No-D-64/127 A, Sigra, Varanasi-221010",False,0
Hari Vilaas,"North Indian,Chinese,Italian,Biryani,Beverages",4.0,400,Jahumandi,Sigra,"Plot 32-33 Shri Nagar Colony, Gurubagh, Varanasi",True,0
THE CHINESE ROSE,Chinese,NA,250,Sigra,Sigra,"C 33/52-5-A-C-1-G, CHANDUA,  CHHITUPUR, VARANASI , Loko  Chhitupura, Nagar Nigam Food Safety  Zone-15, Varanasi, Uttar Pradesh - 221010",False,0
CURRY IN HURRY,"Indian,Chinese,Biryani",NA,250,Sigra,Sigra,"BHRIGU VIHAR COLONY BLOCK ROAD,  SHIVDASHPUR, MANDUWADIH,  VARANASI , Maruadih (CT), Varanasi Tahsil,  Varanasi, Uttar Pradesh - 221103",False,0
100 Rupaiya Burger Wale,Snacks,NA,250,Sigra,Sigra,"C19/120-20K, Kamala Naagar ,behind Sigra Police Station,Varanasi 221010",False,0
Chicago Pizza,"Pizzas,Pastas,Italian,Beverages",3.6,250,Sigra,Sigra,"C 27/193 Jagatganj , Varanasi",False,0
Hot Pizza Ace,"Pizzas,Beverages",3.6,200,Sigra,Sigra,"C 27/231 JAGATGANJ VARANASI, 221002",False,0
Shahi Daya Restaurant,"North Indian,South Indian,Chinese,Pizzas,Thalis",4.0,350,Jahumandi,sigra,"Gurubagh, Ratha Yatra Road, Near , Sigra, Varanasi",False,0
Bistro B2,"Indian,Continental,Chinese,South Indian,Fast Food,Beverages",4.0,400,Chetganj,Chetganj,"C7/285, Shanti Tower, Ramakanth Nagar, Chetganj, Varanasi",False,0
Behind Yellow Doors Diner,"Indian,Chinese,Snacks",NA,500,Sigra,Sigra,C 33 52 9A 1A Chittupur Chandua Sigra Varanasi Uttar Pradesh 221010,False,0
THE CORIANDER BLEND,"Chinese,Italian",3.9,250,Sigra,Sigra,d-59/143 A-22 sant Raghuwar nagar colony sigra varanasi Landmark : 10 meter ahead dutta diagnostic,False,0
Domino's Pizza,Pizzas,4.1,400,Chetganj,Sigra,"Ground Floor,Shop No-14,Cinema Site I.P. Mall,Shastri Nagar,Sigra,Varanasi",False,0
Trishika Food Track,"Indian,Pizzas",NA,400,Sigra,Sigra,"Shop no33, Vijaya Nagram Market, Cantt, Varanasi  221002",False,0
SHREE LAXMI BHOJANALAY,North Indian,NA,250,Sigra,Sigra,"BUILDING NO. 5 21/1-2, SHOP NO.-55, SHRI KRISNA DRAMASHALA ,CANTT VARANASI, NAGAR NIGAM FOOD SAFETY ZONE-4, VARANASI UTTAR PRADESH-221002",True,0
SWAD-DESHI,"Indian,Chinese,Fast Food,Tandoor",NA,200,Sigra,Sigra,"C-32/23-K31-B Chandua Chhittupur, Varanasi 221002",False,0
Behrouz Biryani,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",4.3,500,Mahmoorganj,Mahmoorganj,"D63/13-A1, Mahmoorganj, Varanasi, Uttar Pradesh 221010",False,0
Giani Ice Cream,"Desserts,Ice Cream",4.3,250,Chetganj,Sigra,"35, Lajpat Nagar, Maldahiya Crossing, Opposite Vinayaka Plaza, Sigra, Varanasi",True,0
Matka Mutton Corner,"Mughlai,North Indian,Chinese",3.6,300,Chetganj,Chetganj,"Beside Maldahiya Paani Tanki, Opposite Dr Jamila Daud, Chetganj, Varanasi",False,0
Taste on tip,"Chinese,Indian",3.5,200,Chetganj,Sigra,C 19/134 M Shastri Nagar Sigra Varanasi,False,0
Satkar's Regale,"Chinese,Beverages,Snacks,North Indian,Continental,Pizzas",4.0,400,Sigra,Sigra,"Satkar's Regale, Near Nagar Nigam, Chandrika Nagar Colony, Sigra, Varanasi",False,0
Hot Pizza King,"Pizzas,Italian",3.4,200,Lanka,Lanka,"C 27/231 JAGATGANJ VARANASI,  221002",False,0
Kafe Fusion,Indian,3.3,200,Chetganj,Sigra,"20,Kamala Naagar ,behind Sigra Police Station,Varanasi",False,0
The Belle Bakery,Beverages,NA,200,Sigra,Sigra,"Neel cottage,shop-8, Pared Kothi, Maldahiya, Chetganj, Varanasi, Uttar Pradesh 221002, India",True,0
Cafebility,"Continental,Italian,Mexican",4.3,400,Chetganj,Chetganj,"Second Floor, Shop 9, Vinayak Plaza, Maldahiya, Chetganj, Varanasi, Uttar",False,0
Kingdom of momos,"Chinese,Beverages",3.8,250,sigra,sigra,"N 10/52 D LAKHRAW, BLW ROAD,NEAR SHREE RAM NAGAR COLONY, MANDUADIH, VARANASI ",False,0
Shahi Restaurant,"Chinese,North Indian,South Indian",3.9,500,Jahumandi,Sigra,"Dharamshala, Near Kamachha Road, Near , Godaulia, Varanasi",True,0
NIC Natural Ice Creams,"Ice Cream,Desserts",4.4,120,Sigra,Sigra Mahmoorganj Rd,"Nic Natural Ice Creams, Shop No 59/79 -B-C- 1A, Ground Floor, SigraMahmoorganj, Road, Shivpura, Varanasi, Chhilupur, Varanasi,UP-221010",True,0
Rahil Restaurant,"North Indian,Chinese,South Indian,Thalis,Snacks",3.9,350,Jahumandi,Sigra,"D-53/118-R, Rathyatra Crossing, Rathyatra, Sigra, Varanasi",False,0
YADAV FOOD COURT,"Chinese,North Indian,Indian,Fast Food",NA,200,Sigra,Sigra,"MANDUADIH DPH,MARUADIH (CT) ,VARANASI TAHSIL, VARANASI ,UTTAR PRADESH-221103",False,0
After Gym,"Salads,Thai",NA,250,Sigra,Sigra,".  C19/120-20K, Kamala Naagar ,behind Sigra Police Station,Varanasi",False,0
INFINITY CAFE AND LOUNGE BY HELLY AND CHILLY,Indian,NA,200,Sigra,Sigra,"Shop No 22,2ND FLOOR,VINAYAK PLAZA,MALDHAIYA,VARANASI 221002",True,0
The Vibe,"Indian,Chinese",3.7,500,Chetganj,Lanka,"Fourth Floor , IP Grand , Above Big Bazaar , Sigra , Varanasi Varanasi, District - Varanasi, STATE - Uttar Pradesh",False,0
Maharaja Restaurant-Jagatganj,"North Indian,Mughlai,Biryani",3.7,300,Sigra,Chetganj,"C27/231 Jagatganj, Near Chetganj, Varanasi",False,0
KHAMBEWALA,"South Indian,Chinese,Snacks",NA,600,Chetganj,Sigra,"C 19/187-1-A-1, Gulab Bagh, Sigra, Varanasi , District - Varanasi, STATE - Uttar Pradesh-221002",True,0
FOODY ZONE,"Snacks,Chinese,Biryani",NA,250,Sigra,Sigra,"OUT SIDE VINAYAK PLAZA ,MALDAHIYA,VARANASI,HABIBPURA NAGAR NIGAM FOOD SAFETY ZONE-11,VARANASI UTTAR PRADESH-221010",False,0
Spice Tadka Restaurant,"Indian,South Indian,Chinese,Tandoor",NA,300,Shivpur,Nadesar,"S 21/116 A-B Pared Kothi Cantt Varanasi, Nagar Nigam Food Safety Zone-4, Varanasi, Uttar Pradesh, 221002",False,0
Four Course,"Indian,Mughlai",4.0,300,Chetganj,Sigra,FOUR COURSE SIGRA  BIG BAZAAR COMPOUND - 221102,False,0
Baskin Robbins,Ice Cream,3.8,300,Chetganj,Sigra,"Baskin Robbins C19/87, Plot No. 5.K, Gulab Bagh Sigra, Near to Big Bazar. UP 221010",True,0
The Handi House,"Chinese,Combo,Hyderabadi,Indian",NA,250,Maheshpur,IIT,"The Handi House, Opp Diesel Power House, Manduwadih, Varanasi, Uttar Pradesh, India",False,0
The 3rd Floor Bar Stock Exchange,"North Indian,Italian,Chinese",NA,700,Chetganj,Sigra,"Hotel Varuna, 22, Gulab Bagh, Sigra, Opposite Sigra Police Station, Varanasi",False,0
MRS KHANNA KI RASOI,"Indian,Chinese,Punjabi,Italian,Fast Food",3.3,200,Sigra,Sigra,"B 37/149 K-1 BIRDOPUR CHHITUPUR, Virdopur, Nagar Nigam Food Safety Zone-18, Varanasi, Uttar Pradesh - 221010",False,0
Wife On Leave Restaurant,"North Indian,Chinese,Biryani",3.6,550,Chetganj,Sigra,"Near Fatman Road, Sigra, Varanasi",False,0
My Table,"Indian,Chinese,Continental,Tandoor",3.7,400,Sigra,Sigra,"5th Floor, Tower-A, Vinayak Plaza, Varanasi, District - Varanasi, STATE - Uttar Pradesh",False,0
The Blue Essence,"Chinese,Fast Food,Beverages",NA,250,Sigra,Sigra,"C 19/15 A 1 B BADSHAH BAGH COLONY,  Bhelupur, Nagar Nigam Food Safety  Zone-17, Varanasi, Uttar Pradesh - 221002",False,0
BSB Local,"North Indian,Chinese,Continental,Pizzas",4.0,300,Sigra,Mahmoorganj,"D 64/29 F Bank Colony, Mahmoorganj, Varanasi",True,0
Gourmet Ice Cream Cakes by Baskin Robbins,"Desserts,Ice Cream,Bakery",NA,300,Sigra,Sigra,"Baskin Robbins C19/87, Plot No. 5.K, Gulab Bagh Sigra, Near to Big Bazar. UP 221010",True,0
Casamila Restaurant,"Chinese,North Indian,Mughlai,Biryani",NA,300,Sigra,Sigra,"D64/95, C, Madhopur varanasi nagar nigam food safety zone 15, sigra, UP, 221010",False,0
KING JI MALAI CHAAP RESTAURANT,"Biryani,North Indian,Chinese",3.7,300,Sigra,Sigra,"D 57/60 C-M, SIGRA, Sigra, Nagar Nigam Food Safety Zone-15, Varanasi, Uttar Pradesh-221010",False,0
ESSENCE PATISSERIE,Bakery,NA,350,Sigra,Sigra,"C 19/120 SIGRA PLOT NO 37 KAMLA  NAGAR, Sigra, Nagar Nigam Food Safety  Zone-15, Varanasi, Uttar Pradesh - 221001",True,0
DAZZLING GRAN PALACIO,"Indian,Mexican,Italian,Salads",NA,300,Sigra,Sigra,"C-19/134, M-A,4TH FLOOR, SHASHTRI NAGAR SIGRA NAGAR NIGAM FOOD SAFETY ZONE-15 VARANASI UTTAR PRADESH-221010",False,0
Nitin Point & Fast Food,North Indian,3.5,200,Sigra,Sigra,"D 58/20 B, Near WH Smith School, Sigra, Varanasi",True,0
Barbeque Nation,"North Indian,Barbecue,Biryani,Kebabs,Mughlai,Desserts",3.9,600,Varanasi Cantonment,Chhawani Cantonment,"3rd Floor, JHV Mall, Tha Mall, Chhawani Cantonement, Varanasi 221002",False,0
Taste King,"Fast Food,Snacks,Beverages",4.2,600,Nadesar,Nadesar,"S-19/1 Ground floor, Mint Rd, next to Maharani Art Palace, Nadesar, Varanasi, Uttar Pradesh",False,0
Siddhi Vinayak Tasty Corner,"Street Food,North Indian",NA,100,Sigra,Sigra,OPP Sumangal near Sahid Udyan Sigra Varanasi 221010,True,0
Giani's,"Bakery,Ice Cream,Beverages",NA,200,Sigra,Sigra,"D 64/95 C, Madhopur, Varanasi , Sigra, Nagar Nigam Food Safety Zone-15, Varanasi, Uttar Pradesh - 221010",False,0
Chestnut Cafe & Bakery,"Bakery,Desserts",3.7,450,Bhelupur,Bhelupur,Sigra opp.sajan cinema,True,0
The blue cafe,"Chinese,Indian,Italian",NA,300,Sigra,Sigra,"C 19/15 A 1 B BADSHAH BAGH COLONY,  Bhelupur, Nagar Nigam Food Safety Zone-17, Varanasi, Uttar Pradesh - 221002",False,0
Hangover,"Chinese,Indian,Italian",NA,600,Sigra,Sigra,"Add. 5th Floor, Tower-A, Vinayk Plazza, varanasi,",False,0
Ganesh Chat Bhandar,"Chaat,Chinese,Fast Food,Desserts",4.0,150,Mahmoorganj,Dr. Anand Xray and ultrasound,"Clinic, Rathyatra - Mahmoorganj Rd, near, Usha Gupta Ln, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",True,0
Dawat-E-Khas,"North Indian,Chinese,Salads,Biryani",NA,500,Sigra,Sigra,"PLOT NO. 166, VIRAT M S, 177, CROSSING, Manduwadih, Varanasi, Uttar Pradesh 221008",False,0
Adda,"North Indian,Chinese,Italian,Tandoor",NA,600,Sigra,Sigra,"5th Floor, Tower-A, Vinayk Plazza, varanasi,",False,0
Timeout Cafe & Diner,"Indian,Chinese,Tandoor,Snacks",NA,400,Sigra,Sigra,"8XFR+PV Varanasi, Uttar Pradesh, India",False,0
Sweet Truth - Cake and Desserts,"Bakery,Desserts,Beverages",4.1,450,Mahmoorganj,Mahmoorganj,"D63/13-A1, Mahmoorganj, Varanasi, Uttar Pradesh 221010",False,0
Oven Story Pizza,Pizzas,3.7,400,Mahmoorganj,Mahmoorganj,"D63/13-A1, Mahmoorganj, Varanasi, Uttar Pradesh 221010",False,0
Faasos - Wraps & Rolls,"Fast Food,Snacks,North Indian,Indian,Healthy Food,Desserts,Beverages",3.9,200,Mahmoorganj,Mahmoorganj,"D63/13-A1, Mahmoorganj, Varanasi, Uttar Pradesh 221010",False,0
Baati Chokha,"Indian,Snacks",3.9,200,Teliyabag,Chetganj,"Anand Mandir Cinema, Telibagh, Dashaswmedh Road, Varanasi",True,0
Sri Annapurna Sweets And Snacks,"Sweets,Snacks,South Indian,Bakery",3.9,400,Sigra,Sigra,"OD 59/103 D-1KH, Sigra, Varanasi",True,0
Rasna Family Restaurant,"Chinese,North Indian",4.0,500,Jahumandi,Sigra,"Near Rathyatra Crossing, Ramapura Luxa, Sigra, Varanasi",True,0
NEW BABA BANGALI FAST FOOD,"Fast Food,Chinese,South Indian",NA,200,Sigra,Sigra,"B-37/122-C-1, Birdopur, Mahmoorganj. Varanasi, Nagar Nigam Food Safety Zone-18, Varanasi, Uttar Pradesh-221010/NEW BABA BANGALI SWEET",True,0
Sri Annapurna Restaurant(Ramkatora),"South Indian,Thalis,North Indian,Chinese",4.0,350,Jaitpura,Ramkatora,"J-12/16-A, Ramkatora, Jaitpura, Varanasi",False,0
The Benaras Bakery,"Desserts,Snacks",3.2,250,Sigra,Sigra,"Shakti Plaza Complex, Sigra Crossing, Sigra, Varanasi, Uttar Pradesh 221010, India",True,0
Bangali Fish Curry And More,"Bengali,Biryani,Sweets",NA,400,IIT,IIT,"B 38/55 69 sheel nager varanasi, Ranipur, Nagar Nigam Food Safety Zone-15, Varanasi, Uttar Pradesh - 221010",False,0
Tandoori Night's With Kabab,Indian,NA,200,IIT,IIT,38/55 69 B sheel nager tulsipur mahmoorganj Varanasi -221010,False,0
RAJASTHANI MAHARAJA FAST FOOD RESTAURANT,"North Indian,South Indian,Chinese,Snacks,Fast Food",NA,250,Sigra,Sigra,"C-4/44,SARAI  GOWARDHAN,CHETGANJ,VARANASI, Sarai  Gowardhan, Nagar Nigam Food Safety  Zone-14, Varanasi, Uttar Pradesh - 221001",True,0
UBQ by Barbeque Nation,"North Indian,Barbecue,Biryani,Kebabs,Mughlai,Desserts",3.7,300,Varanasi Cantonment,JHV Mall,"3rd Floor, JHV Mall, The Mall Road, Varanasi Cantt, Varanasi - 221002. Uttar Pradesh",False,0
Keshari Fast Food,"North Indian,Chinese",3.5,500,Bhelupur,Sigra,"B21/1,Shop no 13,Rathyatra Market,Varanasi.",True,0
Chatpata Bati Chokha,Indian,2.7,100,Sigra,Sigra,"D 59/4 rathayatra mahmoorganj road , Lahartara, Nagar Nigam Food Safety Zone-15, Varanasi, Uttar Pradesh, 221010",True,0
LunchBox - Meals and Thalis,"North Indian,Chinese,Desserts,Biryani",4.0,200,Mahmoorganj,Mahmoorganj,"D63/13-A1, Mahmoorganj, Varanasi, Uttar Pradesh 221010",False,0
Vada Grill,"Maharashtrian,North Indian,Fast Food,Street Food",4.0,100,Mahmoorganj,Sigra,"Imperial Building, Opposite Kuber Complex Rathyatra (in front of Keshav Paan), Sigra, Varanasi",True,0
Champaran Matka Mutton Haveli,Indian,1.9,200,Sigra,Sigra,"38 / 55 69 Sheel Nagar, Tulsipur, Ranipur, Mahmoorganj, Varanasi 221010",False,0
The Madhur Milan,"Sweets,Desserts,Snacks,Navratri Special",3.7,200,Sigra,Mahmoorganj,"Sigra-Mahmoorganj Road, Mahmoorganj, Varanasi",True,0
Treat Cafe & Dine,"Indian,Chinese",4.0,500,Chaukaghat,Nadesar,"S19/56-57,  Varuna Bridge Crossing, Nadesar, Varanasi",False,0
Hira Sweets Express,"North Indian,South Indian,Chinese,Continental,Bakery,Street Food,Sweets,Desserts,Beverages",4.0,600,Varanasi Cantonment,Nadesar,"Counter No 4, Second Floor, JHV Mall, Mall Road, Cantonment, Varanasi 221002",False,0
Spicy Daawat,"North Indian,South Indian,Chinese",NA,350,Mahmoorganj,Mahmoorganj,"Pooja Residency, Near Passport Office, Mahmoorganj, Varanasi",False,0
Basant cafe,"North Indian,Chinese,South Indian,Continental,Pizzas,Snacks",NA,280,Sigra,Sigra,"C 9/169, Habibpura, Chetganj, Varanasi",False,0
Cake Villa,Bakery,NA,400,IIT,IIT,"NEAR POWER HOUSE DLW ROAD MANDUADIH, Maruadih (CT), Varanasi Tahsil, Varanasi, Uttar Pradesh - 221103",False,0
Taste Of	Punjab,"North Indian,Chinese,Punjabi,Desserts",3.6,200,Mahmoorganj,Sigra,"D-63/12, B.M.A ,Dayal enclave , opposite Galaxy hospital ,Mahmoorganj , , Varanasi Tahsil, Varanasi, Uttar Pradesh-221010",False,0
Mamma Mia Biryani,"Biryani,Mughlai,North Indian",3.5,400,Kakarmata,Mahmoorganj,N-10/36A Lakhraw Bajardiha Road Varanasi,False,0
Pure Veg Meals by Lunchbox,"North Indian,Desserts,Biryani",4.1,200,Mahmoorganj,Mahmoorganj,"D63/13-A1, Mahmoorganj, Varanasi, Uttar Pradesh 221010",True,0
Cafe Coffee Day,"Beverages,Snacks,Desserts",4.0,300,Varanasi Cantonment,JHV MALL VARANASI,"Inside JHV Mall, Cantonment Area, Mall Road,PLOT NO. S-20/55-1, MALL ROAD",False,0
RAJESH SWEETS & RESTAURANT,"South Indian,Snacks,Beverages",3.7,400,Sigra,Sigra,"C 7/286 SAINPURA VARANASI NAGAR NIGAM FOOD SAFETY ZONE-13 , VARANASI UTTAR PRADESH-221001",True,0
Matakawala Biryani & Mutton Hundy,"Biryani,Indian,Chinese,Tandoor,Desserts",NA,200,Lanka,Lanka,B 38/55 69 sheel nager varanasi,False,0
The Yellow Chilli,"Mughlai,Biryani,North Indian,Chinese,Desserts",3.7,500,Mahmoorganj,Mahmoorganj,"1st Floor, Zorba Tower, Mahmoorganj, Varanasi",False,0
Chestnuts,"Snacks,Desserts,Bakery",3.7,450,Rathyatra ,Sigra,"Shop 14, Rathyatra Market, Near Sigra, Varanasi",True,0
Chow Mow Chinese,"Chinese,Fast Food,Snacks,Street Food",3.1,200,Sigra,Sigra,"C 27/231 JAGATGANJ VARANASI, 221002",False,0
Assi Baker's,"Bakery,Desserts",NA,200,Nadesar,"Pandeypur, Varanasi","S 15/3-1-k-1 Ghausabad Varanasi, Nadesar, Nagar Nigam Food Safety Zone-4, Varanasi, Uttar Pradesh - 221002",False,0
Biryani Delight,"Beverages,Biryani,Desserts",NA,300,Sigra,Sigra,"Zorba Tower,1st Floor D-63/5-A-R,Sigra Mahmoorganj Road, Varanasi, 221010",False,0
Hyderabadi Dum Biryani House,"Biryani,North Indian,Indian",1.3,200,Lanka,Lanka,"B 38/55 69 sheel nager varanasi, Ranipur, Nagar Nigam Food Safety Zone-15, Varanasi, Uttar Pradesh - 221010",False,0
Faasos' Signature Wraps & Rolls,Snacks,NA,350,Mahmoorganj,Mahmoorganj,"D63/13-A1, Mahmoorganj, Varanasi, Uttar Pradesh 221010",False,0
THE AQUA HOTEL FOUR ELEMENT,Indian,NA,300,Manduwadih,IIT,"Araj No. 194/1, Manduadih, D.L.W Road Near Manduadih Railway Station, Varanasi",False,0
FOOD SQUARE,"Chinese,Indian",3.8,300,Nadesar,Nadesar,"S 18/38 A-32, MINT HOUSE NADESAR, VARANASI , Nadesar, Nagar Nigam Food Safety Zone-4, Varanasi, Uttar Pradesh, 221002",False,0
Wow 99 Only,"North Indian,Indian,Chinese,Snacks,Combo",NA,300,IIT,IIT,"38/55, 69, B, Sheel Nagar, Tulsipur, Ranipur, Mahmoorganj, Varanasi",False,0
Bangali Fish Curry & More,"North Indian,Seafood,Sweets",NA,200,IIT,IIT,38/56 69 B sheel nager tulsipur mahmoorganj Varanasi -221010,False,0
ROYAL CHINESE,"Chinese,North Indian",NA,300,Sigra,Sigra,"B 38/55 69 SHEEL NAGAR, TULSIPUR, RANIPUR, MAHMOORGANJ,VARANASI,UTTAR PRADESH - 221010",False,0
The Biryani Life,"Biryani,Hyderabadi,Lucknowi,North Indian,Mughlai,Desserts",NA,250,Mahmoorganj,Mahmoorganj,"D63/13-A1, Mahmoorganj, Varanasi, Uttar Pradesh 221010",False,0
The Lemon Grille,Chinese,3.7,250,Sigra,Sigra,"C21/21-6, Kail Garh, Chetganj, Varanasi, Uttar Pradesh 221001, India",False,0
Sahi Dawat,"Biryani,North Indian,Fast Food",NA,200,IIT,IIT,"B 38/55 69 sheel nager varanasi, Ranipur, Nagar Nigam Food Safety Zone-15, Varanasi, Uttar Pradesh - 221010",False,0
Upendra Kumar,"Chinese,Indian",NA,200,IIT,IIT,38/55 69 B sheel nager tulsipur mahmoorganj Varanasi -221010,False,0
Champaran Mutton Hundy & Biryani,Indian,1.2,300,IIT,IIT,"""38/56 69 B sheel nager tulsipur mahmoorganj Varanasi -221010",False,0
Sunrise Food And Shoppe,"North Indian,Chinese,South Indian",4.0,300,Chaukaghat,Nadesar,"S-15/1, Near Prakash Petrol Pump, Ghausabad, Nadesar, Varanasi",True,0
LONDON LIVE,"Indian,Chinese,North Indian",NA,350,Sigra,Sigra,"C 27/249-23, JAGATGANJ, VARANASI , Nagar Nigam Food Safety Zone-12, Varanasi",False,0
Sita Rasoi,North Indian,NA,200,MADHAULI,OPP TRUE VALUE SHOP," ARAZI 237/3 OPP CHRIST SCHOOL, OPP TRUE VALUE SHOP",True,0
Deshi Ghee Bati & Hundy Mutton,"Fast Food,North Indian,Chinese",NA,100,IIT,IIT,"38/55 69 B sheel nager tulsipur, Ranipur, mahmoorganj Varanasi -221010",False,0
TASTE OF KASHI,"Indian,Chinese",NA,200,Sigra,Kasturba Nagar,"D 57/58 12 A Kasturba Nagar, Sigra, Varanasi 221010",False,0
Biryani Basket,Biryani,NA,250,Sigra,Sigra,"3rd Floor, Swastik City Centre, Rathyatra, Sigra, Varanasi 221001",False,0
Kings rolls,Snacks,NA,150,Sigra,Sigra,N 16/121 Sudamapur Varanasi,False,0
Madhur milan,Sweets,3.8,200,Sigra,Sigra,"D 59/103-H-K, Sigra, Varanasi 221002",True,0
Devanshee City Restaurant,"North Indian,South Indian,Chinese,Biryani,Thalis",3.5,300,Jaitpura,Chetganj,"Lauhabri Crossing, Jagatganj, Near , Chetganj, Varanasi",False,0
